website,text,image_url
amazon,"₹20,790.00₹20,790.00",
amazon,"₹20,790.00",
amazon,"₹20,790.00",
amazon,"20,790.",
amazon,"M.R.P:₹33,690.00",
amazon,M.R.P:,
amazon,"₹33,690.00",
amazon,"Get it bySunday, July 20",
amazon,FREE Delivery by Amazon,
amazon,"Godrej 244 L 4 Star, Convertible Freezer 6-In-1, Nano Shield Technology, Inverter Frost Free Double Door Refrigerator(2025 Model, RT EONVALOR 280D RCIF FS ST, Fossil Steel)3.5 out of 5 stars262In 30+ carts37% offLimited time deal₹24,990.00₹24,990.00M.R.P:₹39,900.00Get it bySunday, July 20FREE Delivery by Amazon",
amazon,"Godrej 244 L 4 Star, Convertible Freezer 6-In-1, Nano Shield Technology, Inverter Frost Free Double Door Refrigerator(2025 Model, RT EONVALOR 280D RCIF FS ST, Fossil Steel)",
amazon,"Godrej 244 L 4 Star, Convertible Freezer 6-In-1, Nano Shield Technology, Inverter Frost Free Double Door Refrigerator(2025 Model, RT EONVALOR 280D RCIF FS ST, Fossil Steel)",
amazon,3.5 out of 5 stars262,
amazon,3.5 out of 5 stars,
amazon,In 30+ carts,
amazon,"₹24,990.00₹24,990.00M.R.P:₹39,900.00",
amazon,"₹24,990.00₹24,990.00",
amazon,"₹24,990.00",
amazon,"₹24,990.00",
amazon,"24,990.",
amazon,"M.R.P:₹39,900.00",
amazon,M.R.P:,
amazon,"₹39,900.00",
amazon,"Get it bySunday, July 20",
amazon,FREE Delivery by Amazon,
amazon,"Haier 240 L, 2 Star, Frost Free Double Door Refrigerator (HEF-252EGS-P, Moon Silver)4.0 out of 5 stars510₹20,990.00₹20,990.00Get it bySunday, July 20FREE Delivery by Amazon",
amazon,"Haier 240 L, 2 Star, Frost Free Double Door Refrigerator (HEF-252EGS-P, Moon Silver)",
amazon,"Haier 240 L, 2 Star, Frost Free Double Door Refrigerator (HEF-252EGS-P, Moon Silver)",
amazon,4.0 out of 5 stars510,
amazon,4.0 out of 5 stars,
amazon,"₹20,990.00₹20,990.00",
amazon,"₹20,990.00₹20,990.00",
amazon,"₹20,990.00",
amazon,"₹20,990.00",
amazon,"20,990.",
amazon,"Get it bySunday, July 20",
amazon,FREE Delivery by Amazon,
amazon,Next set of slides,
amazon,Next set of slides,
amazon,Next set of slides,
amazon,See personalized recommendations,
amazon,Sign in,
amazon,Sign in,
amazon,Sign in,
amazon,Sign in,
amazon,Start here.,
amazon,View or edit your browsing history,
amazon,"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",
amazon,View or edit your browsing history,
amazon,"After viewing product detail pages, look here to find an easy way to navigate back to pages you are interested in.",
amazon,Back to top,
amazon,Back to top,
amazon,About Amazon,
amazon,Careers,
amazon,Press Releases,
amazon,Amazon Science,
amazon,Facebook,
amazon,Twitter,
amazon,Instagram,
amazon,Sell on Amazon,
amazon,Sell under Amazon Accelerator,
amazon,Protect and Build Your Brand,
amazon,Amazon Global Selling,
amazon,Supply to Amazon,
amazon,Become an Affiliate,
amazon,Fulfilment by Amazon,
amazon,Advertise Your Products,
amazon,Amazon Pay on Merchants,
amazon,Your Account,
amazon,Returns Centre,
amazon,Recalls and Product Safety Alerts,
amazon,100% Purchase Protection,
amazon,Amazon App Download,
amazon,EnglishIndia,
amazon,English,
amazon,English,
amazon,"AbeBooksBooks, art& collectibles",
amazon,"Books, art& collectibles",
amazon,Amazon Web ServicesScalable CloudComputing Services,
amazon,Scalable CloudComputing Services,
amazon,AudibleDownloadAudio Books,
amazon,DownloadAudio Books,
amazon,"IMDbMovies, TV& Celebrities",
amazon,"Movies, TV& Celebrities",
amazon,ShopbopDesignerFashion Brands,
amazon,DesignerFashion Brands,
amazon,Amazon BusinessEverything ForYour Business,
amazon,Everything ForYour Business,
amazon,Prime Now2-Hour Deliveryon Everyday Items,
amazon,2-Hour Deliveryon Everyday Items,
amazon,"Amazon Prime Music100 million songs, ad-freeOver 15 million podcast episodes",
amazon,"100 million songs, ad-freeOver 15 million podcast episodes",
amazon,Conditions of Use & Sale,
amazon,Privacy Notice,
amazon,Interest-Based Ads,
amazon,"© 1996-2025, Amazon.com, Inc. or its affiliates",
amazon,,https://m.media-amazon.com/images/G/31/gno/sprites/nav-sprite-global-1x-reorg-privacy._CB546381437_.png
amazon,,https://m.media-amazon.com/images/G/31/img16/furniture/megamenu/home_logo._CB485947101_.png
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://m.media-amazon.com/images/I/31Xz4lrZDYL._SL75_.jpg
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,"https://m.media-amazon.com/images/G/31/HomeCustomProduct/360_icon_73x73v2._CB485971317_SX38_SY50_CR,0,0,38,50_FMpng_RI_.png"
amazon,,"https://m.media-amazon.com/images/I/31iHnpO+5cL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,"https://m.media-amazon.com/images/I/71+GecYt9fL._SX35_SY46._CR0,0,35,46_BG85,85,85_BR-120_PKdp-play-icon-overlay__.jpg"
amazon,,"https://m.media-amazon.com/images/I/41Y4zkVJpNL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,"https://m.media-amazon.com/images/I/41COuxrQ-qL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,"https://m.media-amazon.com/images/I/51ouzTV6aoL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,"https://m.media-amazon.com/images/I/41u-EL2t1JL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,"https://m.media-amazon.com/images/I/41cwwJyXNTL._SX38_SY50_CR,0,0,38,50_.jpg"
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
amazon,,https://m.media-amazon.com/images/I/61zTXjNaKRL._SX679_.jpg
amazon,,https://m.media-amazon.com/images/S/sash//pLB3SkYb3bHZzHQ.svg
amazon,,https://m.media-amazon.com/images/S/sash//swRPyHOrgnz358_.svg
amazon,,https://m.media-amazon.com/images/G/31/A2I_CEPC/VSX/vsx_sprite_2x.png
amazon,,https://m.media-amazon.com/images/G/31/VAS/TrustWidget/Service._CB607276514_.png
amazon,,https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/81_81_Amazon_protect._CB562550732_.png
amazon,,https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/icon-returns._CB562506492_.png
amazon,,https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/trust_icon_free_shipping_81px._CB562549966_.png
amazon,,https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/icon-amazon-delivered._CB562550117_.png
amazon,,https://m.media-amazon.com/images/G/31/A2I-Convert/mobile/IconFarm/icon-top-brand._CB562506657_.png
amazon,,https://m.media-amazon.com/images/I/11Sa2OpQXzL.png
amazon,,https://m.media-amazon.com/images/I/11aVEj4+dRL.png
amazon,,https://m.media-amazon.com/images/I/01KZjhqo8VL._SS75_.jpg
amazon,,https://m.media-amazon.com/images/I/01S5bawZYgL.png
amazon,,https://m.media-amazon.com/images/I/01S5bawZYgL.png
amazon,,https://m.media-amazon.com/images/I/01S5bawZYgL.png
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61zTXjNaKRL._AC_UL232_SR232,232_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/71a8akl5+LL._AC_UL232_SR232,232_.jpg"
amazon,,"https://m.media-amazon.com/images/I/71blDR6YirL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/515erieTvAL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61gZPm6FkWL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61+pdg8CfmL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/51+epD8RVhL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61vN+UpdMqL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/71BV1tbQGkL._AC_UF480,480_SR480,480_.jpg"
amazon,,https://m.media-amazon.com/images/I/31iHnpO+5cL._SS75_.jpg
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a2ab3cfc-0063-4575-8f0a-20fbc9b91108.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/856da668-5c17-433e-9336-52ed644e2d96.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/b85a6bf9-3f31-4270-a579-e5b2eceb50e0.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/b0f87f62-89c4-4f8e-862d-aefadf3ed34f.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/359b499c-e31b-426a-9df9-55f861ccd74f.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a6411f23-d70f-4f6e-b358-a6bb8487562a.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/096f0a13-6b3a-4e8b-a29e-9ecc78c728eb.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/58cffd32-8dee-47d2-afcf-a26ae3a397c5.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/a8f6f58b-b1da-4e23-93f1-336ecc42b484.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/70cf2b28-013a-4f90-96d5-295c11848611.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/271a6f55-eb69-48a0-bcd5-61320ebc72ff.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/6827ba94-580a-4c8d-8ff1-715edb5890b1.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/782a943f-70bc-4392-972b-4d5381d1476f.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/c33f62a0-f844-4f96-874d-367eb75e6e71.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,"https://m.media-amazon.com/images/S/aplus-media-library-service-media/c1d43020-00b6-4ed1-a96e-faf04e48c81d.__CR0,0,1464,600_PT0_SX1464_V1___.jpg"
amazon,,https://m.media-amazon.com/images/I/31iHnpO+5cL._AC_.jpg
amazon,,https://m.media-amazon.com/images/I/31KgTxKVgUL._AC_.jpg
amazon,,https://m.media-amazon.com/images/I/31S-shMG7+L._AC_.jpg
amazon,,https://m.media-amazon.com/images/I/317yeV7tiqL._AC_.jpg
amazon,,https://m.media-amazon.com/images/I/31V3XfRoKRL._AC_.jpg
amazon,,https://m.media-amazon.com/images/I/31c2KHm0fBL._AC_.jpg
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61ij0NvG3yL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61SiVIiBDXL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61duw-IR8kL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61gPFvk3hFL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/71-EDC0DFoL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/71a8akl5+LL._AC_UL330_SR330,330_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61Fm2ut1t-L._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/51gIUaq-2KL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61bb2FM02fL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/615o8Esh9YL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61+pdg8CfmL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/61QHgcNZpDL._AC_UF480,480_SR480,480_.jpg"
amazon,,"https://m.media-amazon.com/images/I/51+epD8RVhL._AC_UF480,480_SR480,480_.jpg"
amazon,,https://aax-eu.amazon.in/e/loi/imp?b=JPqkQVbcV-daOHJPKALv3FIAAAGYHohO6QMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICB6Aofs
amazon,,"https://m.media-amazon.com/images/I/31BycbCn0nL._AC_SR100,100_QL65_.jpg"
amazon,,https://aax-eu.amazon.in/e/loi/imp?b=JHWkA2f0bGXTLtLYFowTPKwAAAGYHohO6gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCiE9qz
amazon,,"https://m.media-amazon.com/images/I/31vVgaMvRTL._AC_SR100,100_QL65_.jpg"
amazon,,"https://m.media-amazon.com/images/I/41Fmmk83oyL._AC_SR100,100_QL65_.jpg"
amazon,,"https://m.media-amazon.com/images/I/31eqOyWMMgL._AC_SR100,100_QL65_.jpg"
amazon,,"https://m.media-amazon.com/images/I/51KtX+corCL._AC_SR100,100_QL65_.jpg"
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
amazon,,"https://m.media-amazon.com/images/I/61a+gm0T2kL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/71aP9x4IU3L._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/51SQgOBo2cL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/51XEZ1CewiL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/51ONiAYefFL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/514any1SwML._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/512N78dtCRL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/61g9amRIKhL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/61algwGfb+L._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/518KQAuKEbL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/61FSfm-sthL._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,"https://m.media-amazon.com/images/I/718NtvQ-51L._AC_UC154,154_CACC,154,154_QL85_.jpg?aicid=community-reviews"
amazon,,https://m.media-amazon.com/images/S/sash//CMYhpeaIeR9vguf.svg
amazon,,https://m.media-amazon.com/images/S/sash//23pID5Mp1WTA-31.svg
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://m.media-amazon.com/images/S/sash//7D8iRtQ0DrKAF4O.svg
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
amazon,,https://m.media-amazon.com/images/I/61a+gm0T2kL.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/I/61g9amRIKhL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71OVBZK5xlL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71aP9x4IU3L._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/61g9amRIKhL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/61g9amRIKhL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71OVBZK5xlL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71OVBZK5xlL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71aP9x4IU3L._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71aP9x4IU3L._SY88.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/c70dcc87-4074-40b4-a3cc-27d444648893._CR0%2C0%2C1125%2C1125_SX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/c70dcc87-4074-40b4-a3cc-27d444648893._CR0%2C0%2C1125%2C1125_SX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/549067de-5a5a-4b7d-bfef-1d679abab1cc._CR0%2C0%2C375%2C375_UX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/549067de-5a5a-4b7d-bfef-1d679abab1cc._CR0%2C0%2C375%2C375_UX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/default.png
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/91851267-6240-41a2-994d-0234d02e8152._CR0%2C0%2C417%2C417_UX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/91851267-6240-41a2-994d-0234d02e8152._CR0%2C0%2C417%2C417_UX460_.jpg
amazon,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/91851267-6240-41a2-994d-0234d02e8152._CR0%2C0%2C417%2C417_UX460_.jpg
amazon,,https://m.media-amazon.com/images/S/amazon-avatars-global/91851267-6240-41a2-994d-0234d02e8152._CR0%2C0%2C417%2C417_UX460_.jpg
amazon,,https://m.media-amazon.com/images/I/71HtP3NFLBL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/6109RHMl2OL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/810awusOL6L._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71mUFkd7UGL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71HtP3NFLBL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71HtP3NFLBL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/6109RHMl2OL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/6109RHMl2OL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/810awusOL6L._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/810awusOL6L._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71mUFkd7UGL._SY88.jpg
amazon,,https://m.media-amazon.com/images/I/71mUFkd7UGL._SY88.jpg
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61kX7Cu6AOL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61vQxewGCiL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/71cPYLzxQcL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/71Mbx9Kn3WL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61zTXjNaKRL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61duw-IR8kL._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/61bGlm1jM7L._AC_UL330_SR330,330_.jpg"
amazon,,"https://images-eu.ssl-images-amazon.com/images/I/51nGdmB-OwL._AC_UL330_SR330,330_.jpg"
walmart,Skip to Main ContentDepartmentsServicesCancelReorderMy ItemsReorderListsRegistriesSign InAccountSign InCreate an accountPurchase History$0.00,
walmart,Skip to Main Content,
walmart,Departments,
walmart,Services,
walmart,Cancel,
walmart,ReorderMy Items,
walmart,Reorder,
walmart,Registries,
walmart,Sign InAccount,
walmart,Sign In,
walmart,Create an account,
walmart,Purchase History,
walmart,How do you want your items?How do you want your items?,
walmart,How do you want your items?How do you want your items?,
walmart,How do you want your items?,
walmart,How do you want your items?,
walmart,Shipping,
walmart,Pickup,
walmart,Delivery,
walmart,Try again,
walmart,Walmart | Save Money. Live better.,
walmart,Walmart | Save Money. Live better.,
walmart,College tech starting at $19.88,
walmart,Shop tech,
walmart,Shop tech,
walmart,Shop tech,
walmart,Shop tech,
walmart,School tech in as fast as an hour*,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,From $5: backpacks from top brands,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,"Supplies, fashion & more",
walmart,Back to school-ready,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Get it as fast as an hour*,
walmart,"A/Cs, fans & more to beat the heat",
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Get it delivered fast!,
walmart,Yes to savings on top-rated tech,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Summertime faves in as fast as an hour*,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,"Reliable, durable, incredibly portable",
walmart,Save on MacBook Air M1,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Current carousel slide 1 of 5,
walmart,"New for tweens, only at Walmart!",
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Up to 45% off,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Try Walmart+ for free,
walmart,Try Walmart+ for free,
walmart,Get groceries & more delivered free with Walmart+,
walmart,One free trial per member. T&C apply.,
walmart,Try Walmart+ for free,
walmart,Try Walmart+ for free,
walmart,Hot new arrivals,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Summer home trends from $6,
walmart,Shop home,
walmart,Shop home,
walmart,Shop home,
walmart,Shop home,
walmart,Dorm decor for less,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,Shop now,
walmart,We’d love to hear what you think!Give feedbackAll DepartmentsStore DirectoryCareersOur CompanySell on Walmart.comHelpProduct RecallsAccessibilityTax Exempt ProgramGet the Walmart AppSafety Data SheetTerms of UsePrivacy NoticeCalifornia Supply Chain ActYour Privacy ChoicesNotice at CollectionAdChoicesConsumer Health Data Privacy NoticesBrand Shop DirectoryPharmacyWalmart Business#IYWYKDelete Account© 2025 Walmart. The trademarks Walmart and the Walmart Spark design are registered with the US Patent and Trademark Office. All Rights Reserved.,
walmart,We’d love to hear what you think!,
walmart,Give feedback,
walmart,All Departments,
walmart,Store Directory,
walmart,Careers,
walmart,Our Company,
walmart,Sell on Walmart.com,
walmart,Product Recalls,
walmart,Accessibility,
walmart,Tax Exempt Program,
walmart,Get the Walmart App,
walmart,Safety Data Sheet,
walmart,Terms of Use,
walmart,Privacy Notice,
walmart,California Supply Chain Act,
walmart,Your Privacy Choices,
walmart,Notice at Collection,
walmart,AdChoices,
walmart,Consumer Health Data Privacy Notices,
walmart,Brand Shop Directory,
walmart,Pharmacy,
walmart,Walmart Business,
walmart,#IYWYK,
walmart,Delete Account,
walmart,Robot or human?,
walmart,Activate and hold the button to confirm that you're human. Thank You!,
walmart,Try a different method,
walmart,Try a different method,
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-ad46/k2-_0a671c38-d307-447c-835e-7904ab143c26.v1.png
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-486e/k2-_4be6f532-b0b2-4480-bb65-d53586e87193.v1.png
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-944a/k2-_333618e2-7327-4081-990e-7870dd062248.v1.png
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-4637/k2-_c8d39665-dac4-474a-9fb7-ab5feeb647b5.v1.png
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-462c/k2-_d78507e5-bb63-49d3-83b0-08c12886986e.v1.jpg?odnHeight=256&odnWidth=385&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-c016/k2-_df994e24-f499-4250-a8bd-47c8c7f32ec5.v1.jpg?odnHeight=578&odnWidth=385&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-f19f/k2-_aa251f25-d877-4cf6-bf29-427a2199be65.v1.jpg?odnHeight=216&odnWidth=385&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-a490/k2-_1a7bebdc-d905-424a-b5f5-c2f5f4f5ab4f.v1.jpg?odnHeight=447&odnWidth=794&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-44c4/k2-_21bee264-7542-444a-9983-75c0eb352820.v1.jpg?odnHeight=447&odnWidth=794&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-674d/k2-_722dec1b-20e2-48a9-b6cd-c8129a27dbf1.v1.jpg?odnHeight=447&odnWidth=794&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-2e5b/k2-_81104831-f63b-44a7-9acc-d3160394ab60.v1.jpg?odnHeight=447&odnWidth=794&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-e4eb/k2-_5a22739e-7b34-432a-9f31-a189a5c96a83.v1.jpg?odnHeight=447&odnWidth=794&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-9dd4/k2-_3d7552ce-d40d-4ca0-9d9f-63d8ed1e10ed.v1.jpg?odnHeight=388&odnWidth=385&odnBg=&odnDynImageQuality=70
walmart,,https://i5.walmartimages.com/dfw/4ff9c6c9-87fc/k2-_e8f3e0b6-daf4-4ff5-b5c4-bf2ecccfe114.v1.png?odnHeight=388&odnWidth=385&odnBg=&odnDynImageQuality=70
